fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	line	aoi	char_index_in_line	original_fixation_index	is_fixation_adjusted	reader_id	text_id	word_index_in_text	sent_index_in_text	char_index_in_text	word	character	text_id_numeric	text_domain_numeric	reader_discipline_numeric	level_of_studies_numeric	expert_reading_label_numeric	expert_reading_label	word_with_punct	word_index_in_sent	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base	FFD	SFD	FD	FPRT	FRT	TFT	TFC	RRT	RPD_inc	RPD_exc	RBRT	Fix	FPF	RR	FPReg	TRC_out	TRC_in	LP	SL_in	SL_out	mean_acc_tq	mean_acc_bq	gender_numeric	age	discipline_level_of_studies_numeric
280	physics	4	0	0	0	1	0	1	173	37	26.0	12	2	103	15	280	False	12	p5	17	1	103	freie	r	11	1	1	1	1	expert_reading	freie	17	5	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	freie	5.0	adja	frei	4.0	frei-e	2.0	45.0038098729	45.0855606629	276.080592774	93.6537049781	14.9830049915	330.551423313	83.4426089588	6167.12426808	23846.0945727	2321443.10876	5017108.45127	352560.876605	534818.791257	198982.477348	215989.862927	12864.091756	2163.27305376	757.273917557	0.006330717232	0.116013512584	0.0	0.0	24.7050887259	7.27745956729	170.769225147	0.856171713799	229.964972157	12.4144898501	2.681761741638184	2.681767702102661	0.1130474433302879	0.1130479723215103	6.030017852783203	6.043691635131836	4.39229154586792	4.430341720581055	0.0005093707586638	0.0003219324571546	185	185	185	185	185	685	3	500	185	0	185	1	1	1	0	0	1	4	1	1	0.0	0.6666666666666666	1.0	26.0	3
281	physics	4	0	0	0	1	0	1	310	32	37.0	12	2	116	28	281	False	12	p5	19	1	116	aufgefasst	u	11	1	1	1	1	expert_reading	aufgefasst	19	10	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	VVPP	aufgefasst	10.0	vvpp	auffassen	9.0	auf-ge-fasst	3.0	0.253427448876	0.310653001848	23.1926991116	335.79136976	356.16743294	2.64743702882	0.58970041667	52109.040806	101769.278847	2524585.42601	6360644.78292	323268.947256	589632.188632	173511.996851	150071.490338	41334.1231877	16266.7803613	7317.89743803	0.0491562953947	0.513371263316	0.0	0.0	0.024525236988	0.428085856899	0.0	0.0	0.032700315984	0.856171713799	12.507102012634276	12.507102966308594	9.373156547546388	9.373126983642578	8.098897933959961	8.137882232666016	11.506664276123049	11.42737865447998	0.8881201595067978	0.9894610792398452	321	321	321	321	321	631	2	310	321	0	321	1	1	1	0	0	0	5	1	1	0.0	0.6666666666666666	1.0	26.0	3
282	physics	4	0	0	0	1	0	1	177	29	32.0	12	2	128	40	282	False	12	p5	20	1	128	werden	d	11	1	1	1	1	expert_reading	werden	20	6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAINF	werden	6.0	vainf	werden	6.0	wer-den	2.0	1917.62828009	2700.75179743	8998.09689884	2746.965519	21.8323787019	5182.42101813	4801.51149528	27766.5331837	27383.7960941	2636081.51067	5388986.20707	706673.440428	1134529.40522	412109.304698	481425.782755	34258.3961147	9994.2302745	3399.46762414	0.105793166509	0.538682739217	0.0	0.0	1484.61069583	16.6953484191	0.0	0.0	1872.33016737	25.685151414	2.5056376457214355	2.5056376457214355	3.017096519470215	3.0171103477478027	0.4242518246173858	0.4339824020862579	0.4217582941055298	0.4252380430698395	7.428050994873047	5.969454288482666	540	540	540	540	540	717	2	177	540	0	540	1	1	1	0	0	0	4	1	2	0.0	0.6666666666666666	1.0	26.0	3
283	physics	4	0	0	0	1	0	1	306	38	29.0	12	2	134	46	283	False	12	p5	22	1	134	bewegen	b	11	1	1	1	1	expert_reading	bewegen	22	7	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	VVFIN	bewegen	7.0	vvfin	bewegen	7.0	be-we-gen	3.0	5.01132342454	31.5558049245	90.2365219578	145.745308341	26.1132372709	206.500088248	59.5597420837	44236.9874631	93617.2398736	3058939.04953	6465633.69549	538127.746842	948604.440107	391261.880423	510968.415825	20337.830725	14068.4280436	553.812551505	0.0180442746611	0.196504220792	0.0	0.0	11.2897840935	2.9966009983	0.0	0.0	26.3319294461	6.42128785349	9.75884246826172	9.758844375610352	9.225250244140623	9.22524356842041	6.443431854248047	6.428417205810547	4.484902858734131	4.477296352386475	4.4568400382995605	4.108195781707764	350	350	350	350	350	656	2	306	350	0	350	1	1	1	0	0	0	2	2	2	0.0	0.6666666666666666	1.0	26.0	3
284	physics	4	0	0	0	1	0	1	312	31	38.0	12	2	145	57	284	False	12	p5	24	1	145	am	a	11	1	1	1	1	expert_reading	am	24	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPRART	am	2.0	apprart	am	2.0	am	1.0	1456.07967013	1474.58804898	1784.21916595	0.0	0.0	4486.7754217	2615.11960831	2154.98352366	1998.30478001	351161.442057	917762.56646	82561.7332711	74007.0548549	76871.8292394	45987.9793491	41334.1231877	1762.35082964	-0.00817507899599	0.0458989277095	0.257271069198	10228.6424896	1.2842575707	11986.0882719	39.8119846916	10228.6424896	1.2842575707	12616.1089098	64.6409643918	7.435312747955322	7.435314178466797	5.939182281494141	5.939159393310547	1.0628795623779297	1.0327529907226562	0.1662779599428177	0.1662741154432296	4.12047290802002	3.488767385482788	297	297	297	297	297	1124	4	827	297	0	297	1	1	1	0	0	2	1	2	1	0.0	0.6666666666666666	1.0	26.0	3
285	physics	4	0	0	0	1	0	1	199	18	31.0	12	2	154	66	285	False	12	p5	25	1	154	Energieminimum	m	11	1	1	1	1	expert_reading	Energieminimum	25	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energieminimum	14.0	nn	Energieminimum	14.0	e-ner-gie-mi-ni-mum	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.962896347045898	15.96288776397705	16.942609786987305	16.942609786987305	6.990701198577881	6.972936630249023	8.37166976928711	8.337242126464844	3.791005402297742	3.841113864978979	251	0	251	465	465	1436	6	971	1150	336	814	1	1	1	1	2	1	8	1	-1	0.0	0.6666666666666666	1.0	26.0	3
286	physics	4	0	0	0	1	0	1	286	25	18.0	12	2	152	64	286	False	12	p5	25	1	152	Energieminimum	i	11	1	1	1	1	expert_reading	Energieminimum	25	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energieminimum	14.0	nn	Energieminimum	14.0	e-ner-gie-mi-ni-mum	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.962896347045898	15.96288776397705	16.942609786987305	16.942609786987305	6.990701198577881	6.972936630249023	8.37166976928711	8.337242126464844	3.791005402297742	3.841113864978979	251	0	251	465	465	1436	6	971	1150	336	814	1	1	1	1	2	1	8	1	-1	0.0	0.6666666666666666	1.0	26.0	3
287	physics	4	0	0	0	1	0	1	179	56	25.0	12	2	146	58	287	False	12	p5	24	1	146	am	m	11	1	1	1	1	expert_reading	am	24	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPRART	am	2.0	apprart	am	2.0	am	1.0	1456.07967013	1474.58804898	1784.21916595	0.0	0.0	4486.7754217	2615.11960831	2154.98352366	1998.30478001	351161.442057	917762.56646	82561.7332711	74007.0548549	76871.8292394	45987.9793491	41334.1231877	1762.35082964	-0.00817507899599	0.0458989277095	0.257271069198	10228.6424896	1.2842575707	11986.0882719	39.8119846916	10228.6424896	1.2842575707	12616.1089098	64.6409643918	7.435312747955322	7.435314178466797	5.939182281494141	5.939159393310547	1.0628795623779297	1.0327529907226562	0.1662779599428177	0.1662741154432296	4.12047290802002	3.488767385482788	297	297	297	297	297	1124	4	827	297	0	297	1	1	1	0	0	2	1	2	1	0.0	0.6666666666666666	1.0	26.0	3
288	physics	4	0	0	0	1	0	1	347	27	56.0	12	2	163	75	288	False	12	p5	27	1	163	Leitungsband	L	11	1	1	1	1	expert_reading	Leitungsband	27	12	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Leitungsband	12.0	nn	Leitungsband	12.0	lei-tungs-band	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5242204666137695	7.52422285079956	3.557279348373413	3.5572640895843506	1.4118918180465698	1.4158856868743896	2.8138537406921387	2.8297064304351807	0.0256134217488579	0.0221809318754822	239	0	239	559	559	1610	5	1051	559	0	559	1	1	1	0	0	0	1	2	1	0.0	0.6666666666666666	1.0	26.0	3
289	physics	4	0	0	0	1	0	1	404	36	27.0	12	2	169	81	289	False	12	p5	27	1	169	Leitungsband	g	11	1	1	1	1	expert_reading	Leitungsband	27	12	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Leitungsband	12.0	nn	Leitungsband	12.0	lei-tungs-band	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5242204666137695	7.52422285079956	3.557279348373413	3.5572640895843506	1.4118918180465698	1.4158856868743896	2.8138537406921387	2.8297064304351807	0.0256134217488579	0.0221809318754822	239	0	239	559	559	1610	5	1051	559	0	559	1	1	1	0	0	0	1	2	1	0.0	0.6666666666666666	1.0	26.0	3
290	physics	4	0	0	0	1	0	1	166	126	36.0	12	2	177	89	290	False	12	p5	28	1	177	und	d	11	1	1	1	1	expert_reading	und	28	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	9.544042587280272	9.544041633605955	6.794000148773193	6.794028282165527	0.0067025604657828	0.0070197382010519	0.0102343764156103	0.0101200323551893	0.1291126906871795	0.082222007215023	248	248	248	248	248	414	2	166	248	0	248	1	1	1	0	0	0	2	1	5	0.0	0.6666666666666666	1.0	26.0	3
291	physics	4	0	0	0	1	0	1	95	43	126.0	12	3	193	14	291	False	12	p5	30	1	193	Energiemaximum	m	11	1	1	1	1	expert_reading	Energiemaximum	30	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energiemaximum	14.0	nn	Energiemaximum	14.0	e-ner-gie-ma-xi-mum	6.0	0.024525236988	0.024525236988	0.04087539498	6.24576035294	38.527727121	0.126068429944	0.0465552960529	17586.5405892	55021.4471014	3990768.48825	8828262.65636	403422.106053	744866.82249	69260.9451452	103992.328701	14903.9783425	1881.82960917	74.0743907827	1.53576666667e-05	0.000379004333333	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.00817507899599	0.428085856899	3.5754549503326416	3.5754547119140625	2.891320943832397	2.8913207054138184	0.1182029545307159	0.1130315661430358	3.273075580596924	3.191557645797729	0.5094783008039485	0.1302022174886588	0	0	277	0	436	998	5	998	0	0	0	1	0	1	0	0	1	5	-3	2	0.0	0.6666666666666666	1.0	26.0	3
292	physics	4	0	0	0	1	0	1	320	28	43.0	12	3	184	5	292	False	12	p5	30	1	184	Energiemaximum	g	11	1	1	1	1	expert_reading	Energiemaximum	30	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energiemaximum	14.0	nn	Energiemaximum	14.0	e-ner-gie-ma-xi-mum	6.0	0.024525236988	0.024525236988	0.04087539498	6.24576035294	38.527727121	0.126068429944	0.0465552960529	17586.5405892	55021.4471014	3990768.48825	8828262.65636	403422.106053	744866.82249	69260.9451452	103992.328701	14903.9783425	1881.82960917	74.0743907827	1.53576666667e-05	0.000379004333333	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.00817507899599	0.428085856899	3.5754549503326416	3.5754547119140625	2.891320943832397	2.8913207054138184	0.1182029545307159	0.1130315661430358	3.273075580596924	3.191557645797729	0.5094783008039485	0.1302022174886588	0	0	277	0	436	998	5	998	0	0	0	1	0	1	0	0	1	5	-3	2	0.0	0.6666666666666666	1.0	26.0	3
293	physics	4	0	0	0	1	0	1	147	25	28.0	12	3	193	14	293	False	12	p5	30	1	193	Energiemaximum	m	11	1	1	1	1	expert_reading	Energiemaximum	30	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energiemaximum	14.0	nn	Energiemaximum	14.0	e-ner-gie-ma-xi-mum	6.0	0.024525236988	0.024525236988	0.04087539498	6.24576035294	38.527727121	0.126068429944	0.0465552960529	17586.5405892	55021.4471014	3990768.48825	8828262.65636	403422.106053	744866.82249	69260.9451452	103992.328701	14903.9783425	1881.82960917	74.0743907827	1.53576666667e-05	0.000379004333333	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.00817507899599	0.428085856899	3.5754549503326416	3.5754547119140625	2.891320943832397	2.8913207054138184	0.1182029545307159	0.1130315661430358	3.273075580596924	3.191557645797729	0.5094783008039485	0.1302022174886588	0	0	277	0	436	998	5	998	0	0	0	1	0	1	0	0	1	5	-3	2	0.0	0.6666666666666666	1.0	26.0	3
294	physics	4	0	0	0	1	0	1	307	32	25.0	12	3	198	19	294	False	12	p5	32	1	198	Valenzband	l	11	1	1	1	1	expert_reading	Valenzband	32	10	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Valenzband	10.0	nn	Valenzband	10.0	va-lenz-band	3.0	0.00817507899599	0.00817507899599	0.00817507899599	4.37366726286	24.8289797002	0.126068429944	0.0155184320176	1078.05584228	5407.58054435	2733115.67622	6027290.90146	401100.555295	847036.361613	104160.005851	119636.726342	10632.1480387	500.584612162	44.0963761044	7.639e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.826005697250366	2.826004266738892	1.550102472305298	1.5501137971878052	0.0097348857671022	0.0098968371748924	0.0117683671414852	0.0116910897195339	0.0094024848658591	0.00285222788807	0	0	230	0	418	1690	6	1690	0	0	0	1	0	1	0	2	2	1	2	-1	0.0	0.6666666666666666	1.0	26.0	3
295	physics	4	0	0	0	1	0	1	168	146	32.0	12	3	210	31	295	False	12	p5	34	1	210	Parabeln	a	11	1	1	1	1	expert_reading	Parabeln.	34	8	0.0	$.	0	0	0	0	0	1	0	0	1	0	0	0	NN	Parabeln	8.0	nn	Parabel	7.0	pa-ra-beln	3.0	0.220727132892	0.220727132892	1.20173661241	132.052051022	120.292125789	2.64743702882	0.372442368423	4753.08902922	27781.4878552	2330549.10853	5546227.70743	334805.602385	649047.080883	220647.605723	313459.447427	10343.3797233	2108.93330368	1032.41437625	0.0012395172963	0.260495794741	0.0	0.0	0.016350157992	0.428085856899	0.981009479519	0.428085856899	0.997359637511	0.856171713799	16.131343841552734	16.13134002685547	14.881940841674805	14.881922721862791	12.002059936523438	12.069412231445312	11.190817832946776	11.104963302612305	28.04988564550877	27.361386867214605	474	474	474	474	474	1106	3	632	1121	183	938	1	1	1	1	2	0	1	3	-1	0.0	0.6666666666666666	1.0	26.0	3
296	physics	4	0	0	0	1	0	1	259	30	146.0	12	3	207	28	296	False	12	p5	33	1	207	auf	u	11	1	1	1	1	expert_reading	auf	33	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPR	auf	3.0	appr	auf	3.0	auf	1.0	5092.06867979	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244	0.2648800313472748	0.2648807764053345	0.051359012722969	0.051359012722969	5.562900066375732	5.586488723754883	4.0696516036987305	4.113569259643555	3.652425527572632	3.694692611694336	97	97	97	97	97	1074	5	977	1139	1042	97	1	1	1	1	3	2	1	5	-3	0.0	0.6666666666666666	1.0	26.0	3
297	physics	4	0	0	0	1	0	1	307	15	30.0	12	3	200	21	297	False	12	p5	32	1	200	Valenzband	n	11	1	1	1	1	expert_reading	Valenzband	32	10	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Valenzband	10.0	nn	Valenzband	10.0	va-lenz-band	3.0	0.00817507899599	0.00817507899599	0.00817507899599	4.37366726286	24.8289797002	0.126068429944	0.0155184320176	1078.05584228	5407.58054435	2733115.67622	6027290.90146	401100.555295	847036.361613	104160.005851	119636.726342	10632.1480387	500.584612162	44.0963761044	7.639e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.826005697250366	2.826004266738892	1.550102472305298	1.5501137971878052	0.0097348857671022	0.0098968371748924	0.0117683671414852	0.0116910897195339	0.0094024848658591	0.00285222788807	0	0	230	0	418	1690	6	1690	0	0	0	1	0	1	0	2	2	1	2	-1	0.0	0.6666666666666666	1.0	26.0	3
298	physics	4	0	0	0	1	0	1	155	93	15.0	12	3	198	19	298	False	12	p5	32	1	198	Valenzband	l	11	1	1	1	1	expert_reading	Valenzband	32	10	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Valenzband	10.0	nn	Valenzband	10.0	va-lenz-band	3.0	0.00817507899599	0.00817507899599	0.00817507899599	4.37366726286	24.8289797002	0.126068429944	0.0155184320176	1078.05584228	5407.58054435	2733115.67622	6027290.90146	401100.555295	847036.361613	104160.005851	119636.726342	10632.1480387	500.584612162	44.0963761044	7.639e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.826005697250366	2.826004266738892	1.550102472305298	1.5501137971878052	0.0097348857671022	0.0098968371748924	0.0117683671414852	0.0116910897195339	0.0094024848658591	0.00285222788807	0	0	230	0	418	1690	6	1690	0	0	0	1	0	1	0	2	2	1	2	-1	0.0	0.6666666666666666	1.0	26.0	3
299	physics	4	0	0	0	1	0	1	137	48	93.0	12	2	153	65	299	False	12	p5	25	1	153	Energieminimum	e	11	1	1	1	1	expert_reading	Energieminimum	25	14	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Energieminimum	14.0	nn	Energieminimum	14.0	e-ner-gie-mi-ni-mum	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.962896347045898	15.96288776397705	16.942609786987305	16.942609786987305	6.990701198577881	6.972936630249023	8.37166976928711	8.337242126464844	3.791005402297742	3.841113864978979	251	0	251	465	465	1436	6	971	1150	336	814	1	1	1	1	2	1	8	1	-1	0.0	0.6666666666666666	1.0	26.0	3
300	physics	4	0	0	0	1	0	1	300	92	48.0	12	2	165	77	300	False	12	p5	27	1	165	Leitungsband	i	11	1	1	1	1	expert_reading	Leitungsband	27	12	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Leitungsband	12.0	nn	Leitungsband	12.0	lei-tungs-band	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5242204666137695	7.52422285079956	3.557279348373413	3.5572640895843506	1.4118918180465698	1.4158856868743896	2.8138537406921387	2.8297064304351807	0.0256134217488579	0.0221809318754822	239	0	239	559	559	1610	5	1051	559	0	559	1	1	1	0	0	0	1	2	1	0.0	0.6666666666666666	1.0	26.0	3
301	physics	4	0	0	0	1	0	1	193	45	92.0	12	3	208	29	301	False	12	p5	33	1	208	auf	f	11	1	1	1	1	expert_reading	auf	33	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPR	auf	3.0	appr	auf	3.0	auf	1.0	5092.06867979	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244	0.2648800313472748	0.2648807764053345	0.051359012722969	0.051359012722969	5.562900066375732	5.586488723754883	4.0696516036987305	4.113569259643555	3.652425527572632	3.694692611694336	97	97	97	97	97	1074	5	977	1139	1042	97	1	1	1	1	3	2	1	5	-3	0.0	0.6666666666666666	1.0	26.0	3
302	physics	4	0	0	0	1	0	1	503	40	45.0	12	3	199	20	302	False	12	p5	32	1	199	Valenzband	e	11	1	1	1	1	expert_reading	Valenzband	32	10	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Valenzband	10.0	nn	Valenzband	10.0	va-lenz-band	3.0	0.00817507899599	0.00817507899599	0.00817507899599	4.37366726286	24.8289797002	0.126068429944	0.0155184320176	1078.05584228	5407.58054435	2733115.67622	6027290.90146	401100.555295	847036.361613	104160.005851	119636.726342	10632.1480387	500.584612162	44.0963761044	7.639e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.826005697250366	2.826004266738892	1.550102472305298	1.5501137971878052	0.0097348857671022	0.0098968371748924	0.0117683671414852	0.0116910897195339	0.0094024848658591	0.00285222788807	0	0	230	0	418	1690	6	1690	0	0	0	1	0	1	0	2	2	1	2	-1	0.0	0.6666666666666666	1.0	26.0	3
303	physics	4	0	0	0	1	0	1	342	145	40.0	12	3	208	29	303	False	12	p5	33	1	208	auf	f	11	1	1	1	1	expert_reading	auf	33	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPR	auf	3.0	appr	auf	3.0	auf	1.0	5092.06867979	5591.37797963	5914.8658555	5591.37797963	0.428085856899	6569.04767908	9351.09676518	8980.91288279	7572.83880855	489216.952266	1286948.94648	95233.9886234	112163.203452	83805.1382611	46267.0913278	41334.1231877	16266.7803613	7317.89743803	0.0692951484301	0.289895292654	0.0	0.0	3235.89246851	19.2638635605	0.0	0.0	3376.16047392	32.5345251244	0.2648800313472748	0.2648807764053345	0.051359012722969	0.051359012722969	5.562900066375732	5.586488723754883	4.0696516036987305	4.113569259643555	3.652425527572632	3.694692611694336	97	97	97	97	97	1074	5	977	1139	1042	97	1	1	1	1	3	2	1	5	-3	0.0	0.6666666666666666	1.0	26.0	3
304	physics	4	0	0	0	1	0	1	245	9	145.0	12	3	223	44	304	False	12	p5	37	2	223	effektive	e	11	1	1	1	1	expert_reading	effektive	3	9	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	effektive	9.0	adja	effektiv	8.0	ef-fek-ti-ve	4.0	2.48522401478	2.48522401478	9.31141497644	3.78506157514	8.13363128109	30.7606969063	4.71760333336	11802.7703005	56821.5481297	3184408.51877	6999080.47158	243838.048513	430906.514611	185283.783602	214179.915924	45007.5949345	17.0286895487	16.5790602039	0.00190990613816	0.0766654156568	0.0	0.0	0.948309163535	1.7123434276	0.0	0.0	6.91611683061	3.8527727121	11.469456672668455	3.1325714588165283	10.940345764160156	3.6506175994873047	10.99746036529541	4.0200276374816895	11.705456733703612	1.1425892114639282	2.661187700927257	0.0378244034945964	104	0	104	269	269	2191	8	1922	928	267	661	1	1	1	1	3	2	1	3	-1	0.0	0.6666666666666666	1.0	26.0	3
305	physics	4	0	0	0	1	0	1	492	20	9.0	12	3	222	43	305	False	12	p5	36	2	222	die	e	11	1	1	1	1	expert_reading	die	2	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383	2.5721964836120605	0.3683322370052337	2.5797688961029053	0.0177427250891923	6.323313236236572	0.0013910388806834	8.16397476196289	0.0021563153713941	0.0429046712815761	0.021741384640336	0	0	267	0	267	980	3	980	0	0	0	1	0	1	0	0	3	1	-1	1	0.0	0.6666666666666666	1.0	26.0	3
306	physics	4	0	0	0	1	0	1	255	23	20.0	12	3	224	45	306	False	12	p5	37	2	224	effektive	f	11	1	1	1	1	expert_reading	effektive	3	9	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	effektive	9.0	adja	effektiv	8.0	ef-fek-ti-ve	4.0	2.48522401478	2.48522401478	9.31141497644	3.78506157514	8.13363128109	30.7606969063	4.71760333336	11802.7703005	56821.5481297	3184408.51877	6999080.47158	243838.048513	430906.514611	185283.783602	214179.915924	45007.5949345	17.0286895487	16.5790602039	0.00190990613816	0.0766654156568	0.0	0.0	0.948309163535	1.7123434276	0.0	0.0	6.91611683061	3.8527727121	11.469456672668455	3.1325714588165283	10.940345764160156	3.6506175994873047	10.99746036529541	4.0200276374816895	11.705456733703612	1.1425892114639282	2.661187700927257	0.0378244034945964	104	0	104	269	269	2191	8	1922	928	267	661	1	1	1	1	3	2	1	3	-1	0.0	0.6666666666666666	1.0	26.0	3
